Cslt 2019-06-04 09:42:36.760000 97635.0 97785.0 2019-06-04 09:55:45.632000 150.0 150.0
Cslt 2019-06-04 09:42:36.760000 97635.0 97740.0 2019-06-04 09:46:04.934000 105.0 255.0
Cslt 2019-06-04 09:42:36.760000 97635.0 97785.0 2019-06-04 09:55:45.632000 150.0 405.0
Cslti 2019-06-04 09:42:36.760000 97635.0 97740.0 2019-06-04 09:46:04.934000 105.0 510.0
Cslti 2019-06-04 09:42:36.760000 97635.0 97630.0 2019-06-04 10:00:30.863000 -5.0 505.0
Cslf 2019-06-04 09:42:36.760000 97635.0 97740.0 2019-06-04 09:46:04.934000 105.0 610.0
Cslf 2019-06-04 09:42:36.760000 97635.0 97525.0 2019-06-04 10:00:33.467000 -110.0 500.0
Vslt 2019-06-04 10:01:28.485000 97635.0 97715.0 2019-06-04 10:02:38.419000 -80.0 420.0
Vslt 2019-06-04 10:01:28.485000 97635.0 97715.0 2019-06-04 10:02:38.419000 -80.0 340.0
Vslt 2019-06-04 10:01:28.485000 97635.0 97715.0 2019-06-04 10:02:38.419000 -80.0 260.0
Vslti 2019-06-04 10:01:28.485000 97635.0 97735.0 2019-06-04 10:05:45.747000 -100.0 160.0
Vslti 2019-06-04 10:01:28.485000 97635.0 97735.0 2019-06-04 10:05:45.747000 -100.0 60.0
Vslf 2019-06-04 10:01:28.485000 97635.0 97735.0 2019-06-04 10:05:45.747000 -100.0 -40.0
Vslf 2019-06-04 10:01:28.485000 97635.0 97735.0 2019-06-04 10:05:45.747000 -100.0 -140.0
Cslt 2019-06-04 10:07:27.018000 97635.0 97655.0 2019-06-04 10:11:07.824000 20.0 -120.0
Cslt 2019-06-04 10:07:27.018000 97635.0 97735.0 2019-06-04 10:10:11.079000 100.0 -20.0
Cslt 2019-06-04 10:07:27.018000 97635.0 97655.0 2019-06-04 10:11:07.824000 20.0 0.0
Cslti 2019-06-04 10:07:27.018000 97635.0 97735.0 2019-06-04 10:10:11.079000 100.0 100.0
Cslti 2019-06-04 10:07:27.018000 97635.0 97635.0 2019-06-04 10:11:37.244000 0.0 100.0
Cslf 2019-06-04 10:07:27.018000 97635.0 97735.0 2019-06-04 10:10:11.079000 100.0 200.0
Cslf 2019-06-04 10:07:27.018000 97635.0 97525.0 2019-06-04 10:19:54.006000 -110.0 90.0
Cslt 2019-06-04 10:19:55.139000 97500.0 97470.0 2019-06-04 10:22:25.109000 -30.0 60.0
Cslt 2019-06-04 10:19:55.139000 97500.0 97470.0 2019-06-04 10:22:25.109000 -30.0 30.0
Cslt 2019-06-04 10:19:55.139000 97500.0 97470.0 2019-06-04 10:22:25.109000 -30.0 0.0
Cslti 2019-06-04 10:19:55.139000 97500.0 97380.0 2019-06-04 10:25:02.795000 -120.0 -120.0
Cslti 2019-06-04 10:19:55.139000 97500.0 97380.0 2019-06-04 10:25:02.795000 -120.0 -240.0
Cslf 2019-06-04 10:19:55.139000 97500.0 97380.0 2019-06-04 10:25:02.795000 -120.0 -360.0
Cslf 2019-06-04 10:19:55.139000 97500.0 97380.0 2019-06-04 10:25:02.795000 -120.0 -480.0
Vslt 2019-06-04 10:26:17.075000 97500.0 97415.0 2019-06-04 10:31:44.338000 85.0 -395.0
Vslt 2019-06-04 10:26:17.075000 97500.0 97400.0 2019-06-04 10:26:49.331000 100.0 -295.0
Vslt 2019-06-04 10:26:17.075000 97500.0 97415.0 2019-06-04 10:31:44.338000 85.0 -210.0
Vslti 2019-06-04 10:26:17.075000 97500.0 97400.0 2019-06-04 10:26:49.331000 100.0 -110.0
Vslti 2019-06-04 10:26:17.075000 97500.0 97505.0 2019-06-04 10:45:37.295000 -5.0 -115.0
Vslf 2019-06-04 10:26:17.075000 97500.0 97400.0 2019-06-04 10:26:49.331000 100.0 -15.0
Vslf 2019-06-04 10:26:17.075000 97500.0 97275.0 2019-06-04 10:49:19.691000 225.0 210.0
Cslt 2019-06-04 10:49:19.874000 97275.0 97235.0 2019-06-04 10:50:34.259000 -40.0 170.0
Cslt 2019-06-04 10:49:19.874000 97275.0 97235.0 2019-06-04 10:50:34.259000 -40.0 130.0
Cslt 2019-06-04 10:49:19.874000 97275.0 97235.0 2019-06-04 10:50:34.259000 -40.0 90.0
Cslti 2019-06-04 10:49:19.874000 97275.0 97175.0 2019-06-04 10:50:36.834000 -100.0 -10.0
Cslti 2019-06-04 10:49:19.874000 97275.0 97175.0 2019-06-04 10:50:36.834000 -100.0 -110.0
Cslf 2019-06-04 10:49:19.874000 97275.0 97175.0 2019-06-04 10:50:36.834000 -100.0 -210.0
Cslf 2019-06-04 10:49:19.874000 97275.0 97175.0 2019-06-04 10:50:36.834000 -100.0 -310.0
Vslt 2019-06-04 10:55:12.915000 97275.0 97365.0 2019-06-04 10:55:42.454000 -90.0 -400.0
Vslt 2019-06-04 10:55:12.915000 97275.0 97365.0 2019-06-04 10:55:42.454000 -90.0 -490.0
Vslt 2019-06-04 10:55:12.915000 97275.0 97365.0 2019-06-04 10:55:42.454000 -90.0 -580.0
Vslti 2019-06-04 10:55:12.915000 97275.0 97375.0 2019-06-04 10:55:46.071000 -100.0 -680.0
Vslti 2019-06-04 10:55:12.915000 97275.0 97375.0 2019-06-04 10:55:46.071000 -100.0 -780.0
Vslf 2019-06-04 10:55:12.915000 97275.0 97375.0 2019-06-04 10:55:46.071000 -100.0 -880.0
Vslf 2019-06-04 10:55:12.915000 97275.0 97375.0 2019-06-04 10:55:46.071000 -100.0 -980.0
Vslt 2019-06-04 10:56:40.575000 97500.0 97420.0 2019-06-04 10:58:15.405000 80.0 -900.0
Vslt 2019-06-04 10:56:40.575000 97500.0 97395.0 2019-06-04 10:57:25.455000 105.0 -795.0
Vslt 2019-06-04 10:56:40.575000 97500.0 97420.0 2019-06-04 10:58:15.405000 80.0 -715.0
Vslti 2019-06-04 10:56:40.575000 97500.0 97395.0 2019-06-04 10:57:25.455000 105.0 -610.0
Vslti 2019-06-04 10:56:40.575000 97500.0 97500.0 2019-06-04 11:00:03.469000 0.0 -610.0
Vslf 2019-06-04 10:56:40.575000 97500.0 97395.0 2019-06-04 10:57:25.455000 105.0 -505.0
Vslf 2019-06-04 10:56:40.575000 97500.0 97600.0 2019-06-04 11:10:18.491000 -100.0 -605.0
Vslt 2019-06-04 11:11:48.168000 97635.0 97620.0 2019-06-04 11:15:05.475000 15.0 -590.0
Vslt 2019-06-04 11:11:48.168000 97635.0 97535.0 2019-06-04 11:13:32.676000 100.0 -490.0
Vslt 2019-06-04 11:11:48.168000 97635.0 97620.0 2019-06-04 11:15:05.475000 15.0 -475.0
Vslti 2019-06-04 11:11:48.168000 97635.0 97535.0 2019-06-04 11:13:32.676000 100.0 -375.0
Vslti 2019-06-04 11:11:48.168000 97635.0 97635.0 2019-06-04 11:15:06.070000 0.0 -375.0
Vslf 2019-06-04 11:11:48.168000 97635.0 97535.0 2019-06-04 11:13:32.676000 100.0 -275.0
Vslf 2019-06-04 11:11:48.168000 97635.0 97500.0 2019-06-04 11:16:06.714000 135.0 -140.0
Cslt 2019-06-04 11:16:14.946000 97500.0 97410.0 2019-06-04 11:17:54.251000 -90.0 -230.0
Cslt 2019-06-04 11:16:14.946000 97500.0 97410.0 2019-06-04 11:17:54.251000 -90.0 -320.0
